c,k,s,t
0.1782,2.602,2.658,0.175342465753425
0.5999,2.602,3.061,0.175342465753425
0.4233,2.607,3.007,0.175342465753425
0.0115,2.647,2.358,0.175342465753425
0.0565,2.647,2.423,0.175342465753425
0.3595,2.647,2.916,0.175342465753425
0.0119,2.65,1.974,0.175342465753425
0.0042,2.65,2.003,0.175342465753425
0.018,2.65,2.17,0.175342465753425
0.0111,2.65,2.358,0.175342465753425
0.0778,2.65,2.518,0.175342465753425
0.0962,2.65,2.541,0.175342465753425
0.1968,2.65,2.565,0.175342465753425
0.1535,2.65,2.622,0.175342465753425
0.1424,2.65,2.771,0.175342465753425
0.3012,2.65,2.876,0.175342465753425
0.5506,2.65,2.911,0.175342465753425
0.3558,2.65,2.916,0.175342465753425
0.5527,2.65,3.061,0.175342465753425
0.1523,2.651,2.622,0.175342465753425
0.136,2.651,2.658,0.175342465753425
0.5508,2.651,3.061,0.175342465753425
0.376,2.657,3.007,0.175342465753425
0.0075,2.696,2.358,0.175342465753425
0.0455,2.696,2.423,0.175342465753425
0.3198,2.696,2.916,0.175342465753425
0.0099,2.7,1.974,0.175342465753425
0.014,2.7,2.17,0.175342465753425
0.0072,2.7,2.358,0.175342465753425
0.0575,2.7,2.518,0.175342465753425
0.0713,2.7,2.541,0.175342465753425
0.1729,2.7,2.565,0.175342465753425
0.1228,2.7,2.622,0.175342465753425
0.099,2.7,2.658,0.175342465753425
0.1129,2.7,2.771,0.175342465753425
0.2585,2.7,2.876,0.175342465753425
0.5112,2.7,2.911,0.175342465753425
0.3163,2.7,2.916,0.175342465753425
0.3341,2.7,3.007,0.175342465753425
0.5037,2.7,3.061,0.175342465753425
0.1079,2.706,2.771,0.175342465753425
0.3299,2.706,3.007,0.175342465753425
0.0051,2.745,2.358,0.175342465753425
0.035,2.745,2.423,0.175342465753425
0.2795,2.745,2.916,0.175342465753425
0.0988,2.749,2.622,0.175342465753425
0.0668,2.749,2.658,0.175342465753425
0.4561,2.749,3.061,0.175342465753425
0.0083,2.75,1.974,0.175342465753425
0.0112,2.75,2.17,0.175342465753425
0.0419,2.75,2.518,0.175342465753425
0.0494,2.75,2.541,0.175342465753425
0.1603,2.75,2.565,0.175342465753425
0.0988,2.75,2.622,0.175342465753425
0.0872,2.75,2.771,0.175342465753425
0.2191,2.75,2.876,0.175342465753425
0.4739,2.75,2.911,0.175342465753425
0.2771,2.75,2.916,0.175342465753425
0.2866,2.75,3.007,0.175342465753425
0.4529,2.75,3.061,0.175342465753425
0.0842,2.755,2.771,0.175342465753425
0.2283,2.755,2.971,0.175342465753425
0.2837,2.755,3.007,0.175342465753425
0.0036,2.794,2.358,0.175342465753425
0.0275,2.794,2.423,0.175342465753425
0.0798,2.798,2.622,0.175342465753425
0.0438,2.798,2.658,0.175342465753425
0.4079,2.798,3.061,0.175342465753425
0.007,2.8,1.974,0.175342465753425
0.0098,2.8,2.17,0.175342465753425
0.0303,2.8,2.518,0.175342465753425
0.0333,2.8,2.541,0.175342465753425
0.1397,2.8,2.565,0.175342465753425
0.079,2.8,2.622,0.175342465753425
0.0659,2.8,2.771,0.175342465753425
0.1831,2.8,2.876,0.175342465753425
0.4377,2.8,2.911,0.175342465753425
0.2404,2.8,2.916,0.175342465753425
0.2413,2.8,3.007,0.175342465753425
0.4071,2.8,3.061,0.175342465753425
0.0637,2.804,2.771,0.175342465753425
0.1853,2.804,2.971,0.175342465753425
0.2392,2.804,3.007,0.175342465753425
0.0237,2.843,2.423,0.175342465753425
0.0632,2.847,2.622,0.175342465753425
0.0275,2.847,2.658,0.175342465753425
0.3609,2.847,3.061,0.175342465753425
0.0061,2.85,1.974,0.175342465753425
0.0076,2.85,2.17,0.175342465753425
0.0226,2.85,2.518,0.175342465753425
0.1168,2.85,2.565,0.175342465753425
0.0623,2.85,2.622,0.175342465753425
0.0486,2.85,2.771,0.175342465753425
0.1502,2.85,2.876,0.175342465753425
0.3934,2.85,2.911,0.175342465753425
0.207,2.85,2.916,0.175342465753425
0.199,2.85,3.007,0.175342465753425
0.3594,2.85,3.061,0.175342465753425
0.0478,2.853,2.771,0.175342465753425
0.1472,2.853,2.971,0.175342465753425
0.1979,2.853,3.007,0.175342465753425
0.0159,2.892,2.423,0.175342465753425
0.0499,2.896,2.622,0.175342465753425
0.3173,2.896,3.061,0.175342465753425
0.0059,2.9,1.974,0.175342465753425
0.0064,2.9,2.17,0.175342465753425
0.0165,2.9,2.518,0.175342465753425
0.1072,2.9,2.565,0.175342465753425
0.0489,2.9,2.622,0.175342465753425
0.0358,2.9,2.771,0.175342465753425
0.122,2.9,2.876,0.175342465753425
0.3721,2.9,2.911,0.175342465753425
0.1765,2.9,2.916,0.175342465753425
0.1609,2.9,3.007,0.175342465753425
0.313,2.9,3.061,0.175342465753425
0.0357,2.903,2.771,0.175342465753425
0.112,2.903,2.971,0.175342465753425
0.1591,2.903,3.007,0.175342465753425
0.0396,2.946,2.622,0.175342465753425
0.2722,2.946,3.061,0.175342465753425
0.0054,2.95,2.17,0.175342465753425
0.0127,2.95,2.518,0.175342465753425
0.094,2.95,2.565,0.175342465753425
0.038,2.95,2.622,0.175342465753425
0.0266,2.95,2.771,0.175342465753425
0.097,2.95,2.876,0.175342465753425
0.357,2.95,2.911,0.175342465753425
0.1497,2.95,2.916,0.175342465753425
0.1272,2.95,3.007,0.175342465753425
0.2694,2.95,3.061,0.175342465753425
0.0263,2.952,2.771,0.175342465753425
0.083,2.952,2.971,0.175342465753425
0.1261,2.952,3.007,0.175342465753425
0.0041,3,2.17,0.175342465753425
0.0091,3,2.518,0.175342465753425
0.0838,3,2.565,0.175342465753425
0.0302,3,2.622,0.175342465753425
0.0192,3,2.771,0.175342465753425
0.078,3,2.876,0.175342465753425
0.315,3,2.911,0.175342465753425
0.1278,3,2.916,0.175342465753425
0.0994,3,3.007,0.175342465753425
0.2269,3,3.061,0.175342465753425
0.025,3.044,2.622,0.175342465753425
0.1942,3.044,3.061,0.175342465753425
0.015,3.05,2.771,0.175342465753425
0.0414,3.05,2.971,0.175342465753425
0.074,3.05,3.007,0.175342465753425
0.0033,3.1,2.17,0.175342465753425
0.0056,3.1,2.518,0.175342465753425
0.0642,3.1,2.565,0.175342465753425
0.0191,3.1,2.622,0.175342465753425
0.0102,3.1,2.771,0.175342465753425
0.0475,3.1,2.876,0.175342465753425
0.27,3.1,2.911,0.175342465753425
0.0891,3.1,2.916,0.175342465753425
0.055,3.1,3.007,0.175342465753425
0.1539,3.1,3.061,0.175342465753425
0.0175,3.142,2.622,0.175342465753425
0.1286,3.142,3.061,0.175342465753425
0.0083,3.149,2.771,0.175342465753425
0.0192,3.149,2.971,0.175342465753425
0.041,3.149,3.007,0.175342465753425
0.0027,3.2,2.17,0.175342465753425
0.0037,3.2,2.518,0.175342465753425
0.05,3.2,2.565,0.175342465753425
0.013,3.2,2.622,0.175342465753425
0.0063,3.2,2.771,0.175342465753425
0.0288,3.2,2.876,0.175342465753425
0.2158,3.2,2.911,0.175342465753425
0.0625,3.2,2.916,0.175342465753425
0.0295,3.2,3.007,0.175342465753425
0.0995,3.2,3.061,0.175342465753425
0.0122,3.24,2.622,0.175342465753425
0.0811,3.24,3.061,0.175342465753425
0.005,3.247,2.771,0.175342465753425
0.0094,3.247,2.971,0.175342465753425
0.022,3.247,3.007,0.175342465753425
0.0022,3.3,2.17,0.175342465753425
0.0029,3.3,2.518,0.175342465753425
0.0379,3.3,2.565,0.175342465753425
0.012,3.3,2.622,0.175342465753425
0.0042,3.3,2.771,0.175342465753425
0.0179,3.3,2.876,0.175342465753425
0.1823,3.3,2.911,0.175342465753425
0.0436,3.3,2.916,0.175342465753425
0.0165,3.3,3.007,0.175342465753425
0.0601,3.3,3.061,0.175342465753425
0.0034,3.345,2.771,0.175342465753425
0.0054,3.345,2.971,0.175342465753425
0.0131,3.345,3.007,0.175342465753425
0.0022,3.4,2.17,0.175342465753425
0.0025,3.4,2.518,0.175342465753425
0.03,3.4,2.565,0.175342465753425
0.0073,3.4,2.622,0.175342465753425
0.0034,3.4,2.771,0.175342465753425
0.0112,3.4,2.876,0.175342465753425
0.1561,3.4,2.911,0.175342465753425
0.0299,3.4,2.916,0.175342465753425
0.0091,3.4,3.007,0.175342465753425
0.0341,3.4,3.061,0.175342465753425
0.0029,3.444,2.771,0.175342465753425
0.0034,3.444,2.971,0.175342465753425
0.0081,3.444,3.007,0.175342465753425
0.0013,3.5,2.17,0.175342465753425
0.0025,3.5,2.518,0.175342465753425
0.023,3.5,2.565,0.175342465753425
0.0058,3.5,2.622,0.175342465753425
0.0026,3.5,2.771,0.175342465753425
0.0064,3.5,3.007,0.175342465753425
0.0205,3.5,3.061,0.175342465753425
0.0013,3.6,2.17,0.175342465753425
0.0021,3.6,2.518,0.175342465753425
0.0187,3.6,2.565,0.175342465753425
0.0048,3.6,2.622,0.175342465753425
0.2159,3.6,3.795,0.175342465753425
0.419,3.6,3.985,0.175342465753425
0.537,3.6,4.105,0.175342465753425
0.1548,3.7,3.795,0.175342465753425
0.3244,3.7,3.985,0.175342465753425
0.4411,3.7,4.105,0.175342465753425
0.1064,3.8,3.795,0.175342465753425
0.2362,3.8,3.985,0.175342465753425
0.3505,3.8,4.105,0.175342465753425
0.07,3.9,3.795,0.175342465753425
0.1581,3.9,3.985,0.175342465753425
0.2662,3.9,4.105,0.175342465753425
0.0453,4,3.795,0.175342465753425
0.0995,4,3.985,0.175342465753425
0.1926,4,4.105,0.175342465753425
0.0284,4.1,3.795,0.175342465753425
0.0585,4.1,3.985,0.175342465753425
0.1335,4.1,4.105,0.175342465753425
0.018,4.2,3.795,0.175342465753425
0.0328,4.2,3.985,0.175342465753425
0.0897,4.2,4.105,0.175342465753425
0.0107,4.3,3.795,0.175342465753425
0.0183,4.3,3.985,0.175342465753425
0.0583,4.3,4.105,0.175342465753425
0.0072,4.4,3.795,0.175342465753425
0.0102,4.4,3.985,0.175342465753425
0.0376,4.4,4.105,0.175342465753425
0.0047,4.5,3.795,0.175342465753425
0.0239,4.5,4.105,0.175342465753425
0.0036,4.6,3.795,0.175342465753425
0.0159,4.6,4.105,0.175342465753425
0.2707,1.8,1.919,0.178082191780822
0.3591,1.8,1.996,0.178082191780822
0.401,1.8,2.04,0.178082191780822
0.5401,1.8,2.15,0.178082191780822
0.2344,1.85,1.919,0.178082191780822
0.3118,1.85,1.996,0.178082191780822
0.351,1.85,2.04,0.178082191780822
0.4932,1.85,2.15,0.178082191780822
0.201,1.9,1.919,0.178082191780822
0.2688,1.9,1.996,0.178082191780822
0.3019,1.9,2.04,0.178082191780822
0.4481,1.9,2.15,0.178082191780822
0.374,1.908,2.154,0.178082191780822
0.1717,1.95,1.919,0.178082191780822
0.2256,1.95,1.996,0.178082191780822
0.254,1.95,2.04,0.178082191780822
0.4037,1.95,2.15,0.178082191780822
0.324,1.957,2.154,0.178082191780822
0.143,2,1.919,0.178082191780822
0.1873,2,1.996,0.178082191780822
0.2082,2,2.04,0.178082191780822
0.3622,2,2.15,0.178082191780822
0.274,2.006,2.154,0.178082191780822
0.1199,2.05,1.919,0.178082191780822
0.1525,2.05,1.996,0.178082191780822
0.166,2.05,2.04,0.178082191780822
0.2927,2.05,2.15,0.178082191780822
0.3824,2.05,2.385,0.178082191780822
0.9284,2.05,2.911,0.178082191780822
0.224,2.055,2.154,0.178082191780822
0.284,2.055,2.216,0.178082191780822
0.1006,2.1,1.919,0.178082191780822
0.1204,2.1,1.996,0.178082191780822
0.1265,2.1,2.04,0.178082191780822
0.2506,2.1,2.15,0.178082191780822
0.3358,2.1,2.385,0.178082191780822
0.8804,2.1,2.911,0.178082191780822
0.174,2.104,2.154,0.178082191780822
0.235,2.104,2.216,0.178082191780822
0.0823,2.15,1.919,0.178082191780822
0.0941,2.15,1.996,0.178082191780822
0.093,2.15,2.04,0.178082191780822
0.2117,2.15,2.15,0.178082191780822
0.2883,2.15,2.385,0.178082191780822
0.8307,2.15,2.911,0.178082191780822
0.1297,2.153,2.154,0.178082191780822
0.183,2.153,2.213,0.178082191780822
0.186,2.153,2.216,0.178082191780822
0.2831,2.156,2.385,0.178082191780822
0.415,2.156,2.508,0.178082191780822
0.6067,2.16,2.644,0.178082191780822
0.0652,2.2,1.919,0.178082191780822
0.073,2.2,1.996,0.178082191780822
0.0666,2.2,2.04,0.178082191780822
0.1619,2.2,2.15,0.178082191780822
0.136,2.2,2.213,0.178082191780822
0.139,2.2,2.216,0.178082191780822
0.2299,2.2,2.219,0.178082191780822
0.2446,2.2,2.385,0.178082191780822
0.3867,2.2,2.479,0.178082191780822
0.51,2.2,2.557,0.178082191780822
0.6121,2.2,2.574,0.178082191780822
0.7388,2.2,2.875,0.178082191780822
0.9545,2.2,2.876,0.178082191780822
0.781,2.2,2.911,0.178082191780822
0.091,2.202,2.154,0.178082191780822
0.134,2.202,2.213,0.178082191780822
0.137,2.202,2.216,0.178082191780822
0.2395,2.205,2.385,0.178082191780822
0.3734,2.205,2.508,0.178082191780822
0.7761,2.205,2.911,0.178082191780822
0.5577,2.209,2.644,0.178082191780822
0.0535,2.25,1.919,0.178082191780822
0.0554,2.25,1.996,0.178082191780822
0.046,2.25,2.04,0.178082191780822
0.1336,2.25,2.15,0.178082191780822
0.0605,2.25,2.154,0.178082191780822
0.091,2.25,2.213,0.178082191780822
0.0993,2.25,2.216,0.178082191780822
0.1874,2.25,2.219,0.178082191780822
0.2015,2.25,2.385,0.178082191780822
0.3405,2.25,2.479,0.178082191780822
0.4612,2.25,2.557,0.178082191780822
0.5682,2.25,2.574,0.178082191780822
0.6892,2.25,2.875,0.178082191780822
0.9316,2.25,2.876,0.178082191780822
0.7318,2.25,2.911,0.178082191780822
0.1983,2.254,2.385,0.178082191780822
0.3272,2.254,2.508,0.178082191780822
0.7277,2.254,2.911,0.178082191780822
0.5064,2.258,2.644,0.178082191780822
0.0384,2.299,2.154,0.178082191780822
0.0551,2.299,2.213,0.178082191780822
0.07,2.299,2.216,0.178082191780822
0.0437,2.3,1.919,0.178082191780822
0.0417,2.3,1.996,0.178082191780822
0.0302,2.3,2.04,0.178082191780822
0.1043,2.3,2.15,0.178082191780822
0.0548,2.3,2.213,0.178082191780822
0.0696,2.3,2.216,0.178082191780822
0.1517,2.3,2.219,0.178082191780822
0.1614,2.3,2.385,0.178082191780822
0.2958,2.3,2.479,0.178082191780822
0.4111,2.3,2.557,0.178082191780822
0.5262,2.3,2.574,0.178082191780822
0.6398,2.3,2.875,0.178082191780822
0.8366,2.3,2.876,0.178082191780822
0.6828,2.3,2.911,0.178082191780822
0.1594,2.303,2.385,0.178082191780822
0.2841,2.303,2.508,0.178082191780822
0.6798,2.303,2.911,0.178082191780822
0.4586,2.307,2.644,0.178082191780822
0.0232,2.348,2.154,0.178082191780822
0.0292,2.348,2.213,0.178082191780822
0.0471,2.348,2.216,0.178082191780822
0.0344,2.35,1.919,0.178082191780822
0.0307,2.35,1.996,0.178082191780822
0.0195,2.35,2.04,0.178082191780822
0.085,2.35,2.15,0.178082191780822
0.0289,2.35,2.213,0.178082191780822
0.0458,2.35,2.216,0.178082191780822
0.1221,2.35,2.219,0.178082191780822
0.1263,2.35,2.385,0.178082191780822
0.2509,2.35,2.479,0.178082191780822
0.3638,2.35,2.557,0.178082191780822
0.4853,2.35,2.574,0.178082191780822
0.5902,2.35,2.875,0.178082191780822
0.7801,2.35,2.876,0.178082191780822
0.6323,2.35,2.911,0.178082191780822
0.1244,2.352,2.385,0.178082191780822
0.2461,2.352,2.508,0.178082191780822
0.6311,2.352,2.911,0.178082191780822
0.4077,2.356,2.644,0.178082191780822
0.0141,2.397,2.154,0.178082191780822
0.0155,2.397,2.213,0.178082191780822
0.031,2.397,2.216,0.178082191780822
0.0275,2.4,1.919,0.178082191780822
0.023,2.4,1.996,0.178082191780822
0.0688,2.4,2.15,0.178082191780822
0.0144,2.4,2.213,0.178082191780822
0.0284,2.4,2.216,0.178082191780822
0.096,2.4,2.219,0.178082191780822
0.095,2.4,2.385,0.178082191780822
0.2074,2.4,2.479,0.178082191780822
0.3154,2.4,2.557,0.178082191780822
0.3902,2.4,2.574,0.178082191780822
0.5416,2.4,2.875,0.178082191780822
0.7227,2.4,2.876,0.178082191780822
0.585,2.4,2.911,0.178082191780822
0.0946,2.401,2.385,0.178082191780822
0.2098,2.401,2.508,0.178082191780822
0.5839,2.401,2.911,0.178082191780822
0.3598,2.405,2.644,0.178082191780822
0.0071,2.446,2.213,0.178082191780822
0.019,2.446,2.216,0.178082191780822
0.0221,2.45,1.919,0.178082191780822
0.0165,2.45,1.996,0.178082191780822
0.0527,2.45,2.15,0.178082191780822
0.0063,2.45,2.213,0.178082191780822
0.0175,2.45,2.216,0.178082191780822
0.0735,2.45,2.219,0.178082191780822
0.0688,2.45,2.385,0.178082191780822
0.1694,2.45,2.479,0.178082191780822
0.1759,2.45,2.508,0.178082191780822
0.2686,2.45,2.557,0.178082191780822
0.2509,2.45,2.565,0.178082191780822
0.358,2.45,2.574,0.178082191780822
0.493,2.45,2.875,0.178082191780822
0.7063,2.45,2.876,0.178082191780822
0.537,2.45,2.911,0.178082191780822
0.3102,2.455,2.644,0.178082191780822
0.699,2.455,3.019,0.178082191780822
0.0035,2.495,2.213,0.178082191780822
0.0112,2.495,2.216,0.178082191780822
0.0182,2.5,1.919,0.178082191780822
0.012,2.5,1.996,0.178082191780822
0.0425,2.5,2.15,0.178082191780822
0.0035,2.5,2.213,0.178082191780822
0.0112,2.5,2.216,0.178082191780822
0.0567,2.5,2.219,0.178082191780822
0.0481,2.5,2.385,0.178082191780822
0.1369,2.5,2.479,0.178082191780822
0.1462,2.5,2.508,0.178082191780822
0.2241,2.5,2.557,0.178082191780822
0.2114,2.5,2.565,0.178082191780822
0.3403,2.5,2.574,0.178082191780822
0.4451,2.5,2.875,0.178082191780822
0.6654,2.5,2.876,0.178082191780822
0.4904,2.5,2.911,0.178082191780822
0.261,2.504,2.644,0.178082191780822
0.6502,2.504,3.019,0.178082191780822
0.0326,2.549,2.385,0.178082191780822
0.121,2.549,2.508,0.178082191780822
0.4458,2.549,2.911,0.178082191780822
0.0144,2.55,1.919,0.178082191780822
0.0093,2.55,1.996,0.178082191780822
0.0328,2.55,2.15,0.178082191780822
0.0031,2.55,2.213,0.178082191780822
0.0077,2.55,2.216,0.178082191780822
0.0315,2.55,2.385,0.178082191780822
0.107,2.55,2.479,0.178082191780822
0.183,2.55,2.557,0.178082191780822
0.1748,2.55,2.565,0.178082191780822
0.3041,2.55,2.574,0.178082191780822
0.3978,2.55,2.875,0.178082191780822
0.6111,2.55,2.876,0.178082191780822
0.4422,2.55,2.911,0.178082191780822
0.2127,2.553,2.644,0.178082191780822
0.6015,2.553,3.019,0.178082191780822
0.5255,2.558,3.058,0.178082191780822
0.0214,2.598,2.385,0.178082191780822
0.0976,2.598,2.508,0.178082191780822
0.4025,2.598,2.911,0.178082191780822
0.0114,2.6,1.919,0.178082191780822
0.0071,2.6,1.996,0.178082191780822
0.025,2.6,2.15,0.178082191780822
0.0208,2.6,2.385,0.178082191780822
0.0795,2.6,2.479,0.178082191780822
0.1434,2.6,2.557,0.178082191780822
0.1421,2.6,2.565,0.178082191780822
0.2511,2.6,2.574,0.178082191780822
0.3529,2.6,2.875,0.178082191780822
0.5972,2.6,2.876,0.178082191780822
0.4005,2.6,2.911,0.178082191780822
0.1661,2.602,2.644,0.178082191780822
0.5536,2.602,3.019,0.178082191780822
0.3799,2.607,2.968,0.178082191780822
0.4792,2.607,3.058,0.178082191780822
0.0136,2.647,2.385,0.178082191780822
0.0769,2.647,2.508,0.178082191780822
0.3606,2.647,2.911,0.178082191780822
0.0098,2.65,1.919,0.178082191780822
0.0055,2.65,1.996,0.178082191780822
0.0191,2.65,2.15,0.178082191780822
0.0129,2.65,2.385,0.178082191780822
0.0604,2.65,2.479,0.178082191780822
0.1096,2.65,2.557,0.178082191780822
0.1144,2.65,2.565,0.178082191780822
0.2232,2.65,2.574,0.178082191780822
0.3079,2.65,2.875,0.178082191780822
0.5367,2.65,2.876,0.178082191780822
0.3578,2.65,2.911,0.178082191780822
0.5068,2.65,3.019,0.178082191780822
0.1125,2.651,2.565,0.178082191780822
0.1228,2.651,2.644,0.178082191780822
0.506,2.651,3.019,0.178082191780822
0.427,2.657,3.058,0.178082191780822
0.0089,2.696,2.385,0.178082191780822
0.062,2.696,2.508,0.178082191780822
0.3205,2.696,2.911,0.178082191780822
0.0083,2.7,1.919,0.178082191780822
0.0151,2.7,2.15,0.178082191780822
0.0083,2.7,2.385,0.178082191780822
0.0432,2.7,2.479,0.178082191780822
0.0808,2.7,2.557,0.178082191780822
0.0887,2.7,2.565,0.178082191780822
0.1976,2.7,2.574,0.178082191780822
0.0856,2.7,2.644,0.178082191780822
0.1312,2.7,2.803,0.178082191780822
0.266,2.7,2.875,0.178082191780822
0.4896,2.7,2.876,0.178082191780822
0.3157,2.7,2.911,0.178082191780822
0.459,2.7,3.019,0.178082191780822
0.3864,2.7,3.058,0.178082191780822
0.1274,2.706,2.803,0.178082191780822
0.3797,2.706,3.058,0.178082191780822
0.0058,2.745,2.385,0.178082191780822
0.0482,2.745,2.508,0.178082191780822
0.2827,2.745,2.911,0.178082191780822
0.0713,2.749,2.565,0.178082191780822
0.0548,2.749,2.644,0.178082191780822
0.4116,2.749,3.019,0.178082191780822
0.0072,2.75,1.919,0.178082191780822
0.0122,2.75,2.15,0.178082191780822
0.0314,2.75,2.479,0.178082191780822
0.0587,2.75,2.557,0.178082191780822
0.0705,2.75,2.565,0.178082191780822
0.1761,2.75,2.574,0.178082191780822
0.1024,2.75,2.803,0.178082191780822
0.2262,2.75,2.875,0.178082191780822
0.4544,2.75,2.876,0.178082191780822
0.279,2.75,2.911,0.178082191780822
0.4109,2.75,3.019,0.178082191780822
0.336,2.75,3.058,0.178082191780822
0.1003,2.755,2.803,0.178082191780822
0.227,2.755,2.968,0.178082191780822
0.3338,2.755,3.058,0.178082191780822
0.0039,2.794,2.385,0.178082191780822
0.0379,2.794,2.508,0.178082191780822
0.056,2.798,2.565,0.178082191780822
0.0339,2.798,2.644,0.178082191780822
0.3663,2.798,3.019,0.178082191780822
0.0057,2.8,1.919,0.178082191780822
0.0092,2.8,2.15,0.178082191780822
0.0222,2.8,2.479,0.178082191780822
0.0421,2.8,2.557,0.178082191780822
0.0559,2.8,2.565,0.178082191780822
0.1545,2.8,2.574,0.178082191780822
0.0783,2.8,2.803,0.178082191780822
0.19,2.8,2.875,0.178082191780822
0.4223,2.8,2.876,0.178082191780822
0.2435,2.8,2.911,0.178082191780822
0.364,2.8,3.019,0.178082191780822
0.2916,2.8,3.058,0.178082191780822
0.0775,2.804,2.803,0.178082191780822
0.1844,2.804,2.968,0.178082191780822
0.2859,2.804,3.058,0.178082191780822
0.029,2.843,2.508,0.178082191780822
0.044,2.847,2.565,0.178082191780822
0.02,2.847,2.644,0.178082191780822
0.321,2.847,3.019,0.178082191780822
0.0053,2.85,1.919,0.178082191780822
0.0077,2.85,2.15,0.178082191780822
0.0158,2.85,2.479,0.178082191780822
0.0433,2.85,2.565,0.178082191780822
0.1396,2.85,2.574,0.178082191780822
0.0596,2.85,2.803,0.178082191780822
0.1581,2.85,2.875,0.178082191780822
0.3964,2.85,2.876,0.178082191780822
0.211,2.85,2.911,0.178082191780822
0.3179,2.85,3.019,0.178082191780822
0.2436,2.85,3.058,0.178082191780822
0.0596,2.853,2.803,0.178082191780822
0.1462,2.853,2.968,0.178082191780822
0.2424,2.853,3.058,0.178082191780822
0.0216,2.892,2.508,0.178082191780822
0.0352,2.896,2.565,0.178082191780822
0.2774,2.896,3.019,0.178082191780822
0.0047,2.9,1.919,0.178082191780822
0.0067,2.9,2.15,0.178082191780822
0.0113,2.9,2.479,0.178082191780822
0.0343,2.9,2.565,0.178082191780822
0.1288,2.9,2.574,0.178082191780822
0.0447,2.9,2.803,0.178082191780822
0.1299,2.9,2.875,0.178082191780822
0.3645,2.9,2.876,0.178082191780822
0.1814,2.9,2.911,0.178082191780822
0.2747,2.9,3.019,0.178082191780822
0.1996,2.9,3.058,0.178082191780822
0.0443,2.903,2.803,0.178082191780822
0.1127,2.903,2.968,0.178082191780822
0.198,2.903,3.058,0.178082191780822
0.0274,2.946,2.565,0.178082191780822
0.2352,2.946,3.019,0.178082191780822
0.0053,2.95,2.15,0.178082191780822
0.0082,2.95,2.479,0.178082191780822
0.0274,2.95,2.565,0.178082191780822
0.1139,2.95,2.574,0.178082191780822
0.034,2.95,2.803,0.178082191780822
0.1061,2.95,2.875,0.178082191780822
0.3338,2.95,2.876,0.178082191780822
0.1558,2.95,2.911,0.178082191780822
0.2318,2.95,3.019,0.178082191780822
0.1616,2.95,3.058,0.178082191780822
0.0332,2.952,2.803,0.178082191780822
0.0835,2.952,2.968,0.178082191780822
0.1595,2.952,3.058,0.178082191780822
0.0047,3,2.15,0.178082191780822
0.0064,3,2.479,0.178082191780822
0.0213,3,2.565,0.178082191780822
0.0981,3,2.574,0.178082191780822
0.0249,3,2.803,0.178082191780822
0.0845,3,2.875,0.178082191780822
0.3029,3,2.876,0.178082191780822
0.1325,3,2.911,0.178082191780822
0.1938,3,3.019,0.178082191780822
0.1263,3,3.058,0.178082191780822
0.0184,3.044,2.565,0.178082191780822
0.162,3.044,3.019,0.178082191780822
0.0188,3.05,2.803,0.178082191780822
0.0425,3.05,2.968,0.178082191780822
0.0966,3.05,3.058,0.178082191780822
0.0043,3.1,2.15,0.178082191780822
0.0038,3.1,2.479,0.178082191780822
0.0145,3.1,2.565,0.178082191780822
0.0785,3.1,2.574,0.178082191780822
0.0139,3.1,2.803,0.178082191780822
0.0546,3.1,2.875,0.178082191780822
0.2473,3.1,2.876,0.178082191780822
0.0951,3.1,2.911,0.178082191780822
0.1275,3.1,3.019,0.178082191780822
0.0727,3.1,3.058,0.178082191780822
0.0129,3.142,2.565,0.178082191780822
0.1039,3.142,3.019,0.178082191780822
0.0106,3.149,2.803,0.178082191780822
0.0198,3.149,2.968,0.178082191780822
0.053,3.149,3.058,0.178082191780822
0.0033,3.2,2.15,0.178082191780822
0.003,3.2,2.479,0.178082191780822
0.0098,3.2,2.565,0.178082191780822
0.0555,3.2,2.574,0.178082191780822
0.0085,3.2,2.803,0.178082191780822
0.0335,3.2,2.875,0.178082191780822
0.2071,3.2,2.876,0.178082191780822
0.0676,3.2,2.911,0.178082191780822
0.0785,3.2,3.019,0.178082191780822
0.0384,3.2,3.058,0.178082191780822
0.0097,3.24,2.565,0.178082191780822
0.0632,3.24,3.019,0.178082191780822
0.0071,3.247,2.803,0.178082191780822
0.0093,3.247,2.968,0.178082191780822
0.0281,3.247,3.058,0.178082191780822
0.0028,3.3,2.15,0.178082191780822
0.0022,3.3,2.479,0.178082191780822
0.0084,3.3,2.565,0.178082191780822
0.0422,3.3,2.574,0.178082191780822
0.0056,3.3,2.803,0.178082191780822
0.0213,3.3,2.875,0.178082191780822
0.171,3.3,2.876,0.178082191780822
0.0494,3.3,2.911,0.178082191780822
0.0465,3.3,3.019,0.178082191780822
0.0199,3.3,3.058,0.178082191780822
0.0045,3.345,2.803,0.178082191780822
0.005,3.345,2.968,0.178082191780822
0.0153,3.345,3.058,0.178082191780822
0.0025,3.4,2.15,0.178082191780822
0.0021,3.4,2.479,0.178082191780822
0.0058,3.4,2.565,0.178082191780822
0.0319,3.4,2.574,0.178082191780822
0.0041,3.4,2.803,0.178082191780822
0.0138,3.4,2.875,0.178082191780822
0.141,3.4,2.876,0.178082191780822
0.0351,3.4,2.911,0.178082191780822
0.0268,3.4,3.019,0.178082191780822
0.011,3.4,3.058,0.178082191780822
0.0036,3.444,2.803,0.178082191780822
0.0032,3.444,2.968,0.178082191780822
